SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
11,0.7822401523590088,0.0013124569107249668,2,2,4,3,4.82,1,5,79.0,100.24114227294922,0,2,2,0,0,20289.json,NotBuggy
3,0.8295754194259644,0.8795544227009735,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,4257.json,NotBuggy
3,0.0,0.8866542797193652,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,14755.json,NotBuggy
32,0.0,1.0376413590540958E-15,4,4,8,6,8.66,3,22,251.0,75.3147201538086,0,1,9,0,0,14124.json,NotBuggy
5,0.32369184494018555,0.3252004759174229,0,0,0,1,3.92,0,3,33.0,118.82000732421875,0,1,2,0,0,22044.json,NotBuggy
3,0.9379867911338806,0.9151001768151865,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,18132.json,NotBuggy
3,0.9110125303268433,0.7334637404691613,0,0,0,1,3.77,0,1,16.0,131.60296630859375,0,1,0,0,0,26449.json,NotBuggy
17,0.0020761960186064243,1.843493995722131E-4,1,1,2,2,10.44,1,11,96.0,92.11283111572266,0,2,5,0,0,20690.json,NotBuggy
3,0.48363104462623596,0.6363957015834802,0,0,0,1,3.77,0,1,18.0,130.7338104248047,0,0,0,0,0,14130.json,NotBuggy
3,0.9417327642440796,0.7721345588569434,0,0,0,1,4.0,0,0,16.0,131.75106811523438,1,0,0,0,0,3156.json,NotBuggy
13,0.009121415205299854,0.08010805898138583,2,2,4,3,7.08,2,2,64.0,98.91239166259766,0,1,1,0,0,22239.json,NotBuggy
11,0.13662365078926086,0.3565974494752475,1,1,2,3,7.9,2,2,44.0,103.6786117553711,0,0,0,0,0,9701.json,NotBuggy
3,0.0034214514307677746,0.260129801939836,0,0,0,1,3.77,0,1,29.0,127.8512954711914,0,3,0,0,0,29429.json,NotBuggy
3,0.024870052933692932,0.5864908108975023,0,0,0,1,3.77,0,0,22.0,129.69032287597656,0,0,0,0,0,6292.json,NotBuggy
3,0.693478524684906,0.7345908383099952,0,0,0,1,3.77,0,0,17.0,131.03103637695312,0,0,0,0,0,22862.json,NotBuggy
11,0.08599299192428589,0.005004388898068636,1,1,2,2,5.73,1,5,68.0,101.33761596679688,0,2,2,0,0,12625.json,NotBuggy
3,0.9625176191329956,0.5949548096037701,0,0,0,1,3.77,0,0,19.0,130.45266723632812,0,1,0,0,0,20488.json,NotBuggy
3,0.8121829628944397,0.9052023339332226,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,20282.json,NotBuggy
3,0.4765777885913849,0.8584830353240075,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,20671.json,NotBuggy
3,0.12725697457790375,0.5466756228413637,0,0,0,1,3.77,0,1,20.0,130.18594360351562,0,1,0,0,0,8305.json,NotBuggy
3,0.5915738940238953,0.7479011940452384,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,20361.json,NotBuggy
20,6.040243315510452E-4,0.021426798351746292,1,1,2,2,9.12,1,12,89.0,90.25318145751953,0,5,1,0,0,15054.json,NotBuggy
3,0.5010212063789368,0.8346099387432627,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,12011.json,NotBuggy
3,0.8995085954666138,0.835930363196145,0,0,0,1,3.77,0,0,14.0,132.61029052734375,0,1,0,0,0,8351.json,NotBuggy
3,0.9818510413169861,0.8230678329960808,0,0,0,1,4.0,0,0,17.0,131.03103637695312,1,2,0,0,0,26119.json,NotBuggy
3,0.8238692283630371,0.5897722573051987,1,1,2,2,3.77,0,1,22.0,129.24398803710938,0,1,0,0,0,22832.json,NotBuggy
3,0.9122642874717712,0.9169540065935023,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,12806.json,NotBuggy
4,0.789189875125885,0.7081535441643304,1,1,2,2,3.32,0,0,24.0,123.94490051269531,0,2,0,0,0,1747.json,NotBuggy
4,0.0030456765089184046,0.14849047786265113,0,0,0,1,4.0,0,2,32.0,122.5949478149414,0,1,0,0,0,16900.json,NotBuggy
73,0.0,2.4021300965915277E-29,7,8,15,8,9.24,4,48,494.0,57.417964935302734,0,2,17,0,0,14257.json,Buggy
3,0.4396228790283203,0.9137625421918169,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,24829.json,NotBuggy
3,0.11116448044776917,0.4924587718463012,0,0,0,1,3.77,0,1,23.0,129.4591827392578,0,2,0,0,0,1581.json,NotBuggy
15,6.65554660372436E-4,0.374541972269785,2,2,4,3,16.75,1,4,53.0,97.80923461914062,0,0,0,0,0,10520.json,NotBuggy
3,0.22762273252010345,0.7414043315697284,0,0,0,1,3.77,0,0,18.0,130.7338104248047,0,0,0,0,0,23160.json,NotBuggy
