SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
3,0.8414490222930908,0.9346906345539965,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,3625.json,NotBuggy
3,0.8025504350662231,0.8841720440816115,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,754.json,NotBuggy
3,0.8828121423721313,0.8908675314678282,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,1790.json,NotBuggy
3,0.7033088803291321,0.7938833772677484,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,1136.json,NotBuggy
3,0.615091860294342,0.8680456108648084,0,0,0,1,3.77,0,0,15.0,131.9385528564453,0,0,0,0,0,3776.json,NotBuggy
4,0.015673434361815453,0.07270726581163386,0,0,0,1,5.2,0,5,39.0,121.27667999267578,0,1,0,0,0,5187.json,NotBuggy
41,0.0,5.989171998204952E-18,8,9,17,9,9.06,4,34,272.0,69.80726623535156,0,7,7,0,0,4979.json,NotBuggy
10,0.007597434800118208,0.006051476668776183,1,1,2,2,5.6,1,3,67.0,103.15447998046875,0,2,1,0,0,3559.json,NotBuggy
3,0.7165567278862,0.7985121645002787,0,0,0,1,3.77,0,2,19.0,130.85745239257812,0,1,0,0,0,6762.json,NotBuggy
3,0.12366283684968948,0.5766315042180836,0,0,0,1,3.77,0,0,22.0,129.47398376464844,0,1,0,0,0,2944.json,NotBuggy
3,0.6924243569374084,0.6694306520650427,0,0,0,1,3.77,0,2,21.0,129.93223571777344,0,1,0,0,0,6562.json,NotBuggy
3,0.7803936004638672,0.585487300931093,0,0,0,1,3.77,0,1,20.0,130.18594360351562,0,1,0,0,0,6698.json,NotBuggy
3,0.5124081373214722,0.823788004669202,0,0,0,1,3.77,0,0,17.0,131.1535186767578,0,1,0,0,0,3823.json,NotBuggy
3,0.6887918710708618,0.8140335583239627,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,319.json,NotBuggy
4,0.05190281569957733,0.2895199056414409,0,0,0,1,3.32,0,2,30.0,122.93054962158203,0,0,0,0,0,3255.json,Buggy
20,0.01923394948244095,5.009990883790653E-4,9,6,15,5,14.4,4,10,110.0,88.37481689453125,0,1,2,0,0,2906.json,NotBuggy
3,0.44681891798973083,0.8172700818384689,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,3821.json,NotBuggy
3,0.3554918169975281,0.7304555698484438,0,0,0,1,3.77,0,0,20.0,130.07347106933594,0,1,0,0,0,59.json,NotBuggy
3,0.9245914220809937,0.9041907387748731,0,0,0,1,3.77,0,1,13.0,133.18099975585938,0,0,0,0,0,1805.json,NotBuggy
3,0.7448387145996094,0.7049144180814559,0,0,0,1,3.77,0,2,20.0,130.30841064453125,0,1,0,0,0,7043.json,NotBuggy
6,0.9437534809112549,0.6721305732688404,1,1,2,2,5.5,1,3,28.0,116.66458892822266,0,0,0,0,0,3235.json,NotBuggy
3,0.666685938835144,0.8074589160980807,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,2963.json,Buggy
3,0.44794896245002747,0.7631982995300107,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,3395.json,NotBuggy
3,0.6854547262191772,0.7438007780561361,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,370.json,NotBuggy
3,0.13396109640598297,0.3044738433096991,0,0,0,1,3.77,0,3,27.0,128.22288513183594,0,0,0,0,0,5213.json,NotBuggy
3,0.08731809258460999,0.4514613096794328,0,0,0,1,3.77,0,1,24.0,129.0215301513672,0,2,0,0,0,6456.json,NotBuggy
45,0.0,9.90859684404828E-12,29,16,45,14,7.63,3,48,280.0,68.3961181640625,0,1,0,0,0,2971.json,NotBuggy
3,0.7904950380325317,0.8252008722449614,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,7272.json,NotBuggy
3,0.5420822501182556,0.8067720017654622,0,0,0,1,3.77,0,1,18.0,130.99049377441406,0,1,0,0,0,6266.json,NotBuggy
3,0.9432956576347351,0.8675032056241585,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,7690.json,NotBuggy
3,0.354900598526001,0.7421636783994319,0,0,0,1,3.77,0,0,20.0,130.07347106933594,0,1,0,0,0,510.json,NotBuggy
3,0.7490276098251343,0.8019655759088882,0,0,0,1,3.77,0,0,15.0,131.9385528564453,0,0,0,0,0,3149.json,NotBuggy
3,0.9368524551391602,0.9026054377038355,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,7538.json,NotBuggy
19,0.10261739790439606,2.258599827671591E-6,1,1,2,4,6.55,2,7,123.0,88.38470458984375,0,1,5,0,0,7591.json,NotBuggy
3,0.9268961548805237,0.9604107537285874,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,876.json,NotBuggy
18,0.06859496980905533,1.7152324014375225E-7,2,2,4,3,4.53,1,12,146.0,88.6843032836914,0,1,5,0,0,30.json,Buggy
9,0.09276356548070908,0.033359146003969074,3,3,6,4,5.9,0,7,60.0,105.02960205078125,0,2,0,0,0,6669.json,NotBuggy
3,0.7783318758010864,0.9348686687301437,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,4643.json,NotBuggy
3,0.9818527698516846,0.7949463575023904,0,0,0,1,4.0,0,1,18.0,131.1385955810547,0,1,0,0,0,6374.json,NotBuggy
8,0.1495675891637802,0.0016346066844977673,0,0,0,1,3.46,0,9,73.0,106.22979736328125,0,1,2,0,0,5463.json,NotBuggy
3,0.021174356341362,0.2843092199744776,0,0,0,1,3.77,0,3,30.0,127.67500305175781,0,1,0,0,0,5519.json,NotBuggy
10,0.10396017879247665,0.38057627430352914,1,1,2,2,5.99,1,7,44.0,105.86508178710938,0,1,0,0,0,3225.json,NotBuggy
3,0.7581887245178223,0.9424427307588905,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,680.json,NotBuggy
3,0.4438958168029785,0.6626494532695256,0,0,0,1,3.77,0,2,20.0,130.30841064453125,0,1,0,0,0,5094.json,NotBuggy
3,0.7787941694259644,0.9206492203355479,0,0,0,1,3.77,0,0,14.0,132.4454345703125,0,0,0,0,0,549.json,NotBuggy
10,0.004443162586539984,0.005112101565336584,1,1,2,2,5.99,1,4,75.0,102.67948150634766,0,2,1,0,0,3453.json,NotBuggy
