SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Decision
3,0.6690901517868042,0.8118935980236596,0,0,0,1,3.77,0,0,13.0,132.9956512451172,0,0,0,0,0,7015.json,NotBuggy
6,0.003063781652599573,0.05872503480565951,0,0,0,1,3.77,0,3,47.0,113.7378921508789,0,1,0,0,0,40109.json,NotBuggy
5,2.6383812655694783E-4,0.01375512895406491,0,0,0,1,3.92,0,3,52.0,116.10282897949219,0,2,1,0,0,16636.json,NotBuggy
4,0.1993929147720337,0.37065745080633616,0,0,0,1,4.0,0,3,27.0,123.74861145019531,0,1,0,0,0,33112.json,NotBuggy
7,0.013441809453070164,0.0061892298452419165,2,1,3,2,5.11,1,1,59.0,109.59381866455078,0,1,0,0,0,18684.json,NotBuggy
10,0.27648675441741943,0.06598961272369787,8,5,13,3,7.65,2,2,59.0,103.2620620727539,1,0,1,0,0,1563.json,NotBuggy
4,0.5405716896057129,0.29035882160511534,1,1,2,2,4.0,0,1,31.0,122.45118713378906,0,2,1,0,0,25041.json,NotBuggy
4,0.8574409484863281,0.07101016650106526,0,0,0,1,6.63,0,4,40.0,121.28150177001953,0,0,0,0,0,15101.json,NotBuggy
3,0.6591664552688599,0.9177646145550802,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,16831.json,Buggy
15,0.06338614970445633,2.1811339769116E-5,3,4,7,5,6.31,2,7,110.0,92.77521514892578,0,2,7,0,0,15978.json,NotBuggy
4,0.11990805715322495,0.5984302105102213,0,0,0,1,4.0,0,2,26.0,124.16120147705078,0,2,0,0,0,20623.json,NotBuggy
26,0.11063488572835922,0.09284084786674691,3,3,6,6,7.37,3,6,104.0,84.06726837158203,1,0,2,0,0,4960.json,NotBuggy
3,0.06752288341522217,0.7190833506424342,0,0,0,1,3.77,0,1,17.0,131.28770446777344,0,0,0,0,0,10533.json,NotBuggy
3,0.7908791303634644,0.9001786581203287,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,42432.json,NotBuggy
4,0.47182193398475647,0.6129855293159129,0,0,0,1,4.0,0,0,23.0,124.58238983154297,0,1,0,0,0,23805.json,NotBuggy
17,0.026974966749548912,0.0011102285670722203,1,1,2,2,9.2,2,3,92.0,92.5079116821289,0,2,1,0,0,39500.json,NotBuggy
8,0.5096436142921448,0.6609833138510726,3,2,5,3,1.94,2,0,37.0,109.86144256591797,0,1,1,0,0,37416.json,NotBuggy
16,0.005476128309965134,7.537255973338859E-10,3,2,5,3,4.69,1,9,167.0,89.6102294921875,1,1,5,0,0,25920.json,NotBuggy
3,0.33596888184547424,0.6293635650417568,0,0,0,1,3.77,0,1,21.0,129.81976318359375,0,1,0,0,0,10741.json,NotBuggy
14,0.013653157278895378,0.002224357493378945,0,0,0,2,9.9,2,4,73.0,96.682373046875,0,0,1,0,0,12755.json,NotBuggy
3,0.38817915320396423,0.78681620383777,0,0,0,1,3.77,0,1,17.0,131.43582153320312,0,0,0,0,0,9114.json,NotBuggy
4,0.3615753650665283,0.12085467047506072,0,0,0,1,4.0,0,1,35.0,121.83938598632812,0,1,1,0,0,8165.json,NotBuggy
3,0.28339630365371704,0.8882049733561304,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,40467.json,NotBuggy
3,0.04686008766293526,0.8483072991222367,0,0,0,1,3.77,0,0,14.0,132.4454345703125,0,0,0,0,0,37208.json,NotBuggy
3,0.4276197850704193,0.7157935067485688,0,0,0,1,3.77,0,0,18.0,130.85629272460938,0,0,0,0,0,9366.json,NotBuggy
3,0.038047343492507935,0.9007125290853017,0,0,0,1,3.77,0,0,12.0,133.59722900390625,0,0,0,0,0,7221.json,NotBuggy
30,0.0,2.03733355767256E-10,4,5,9,6,7.66,3,15,211.0,77.61510467529297,1,0,2,0,0,4523.json,NotBuggy
24,0.0023566167801618576,9.929849828417938E-11,4,5,9,7,6.45,2,5,189.0,81.52432250976562,0,2,4,0,0,19660.json,NotBuggy
11,0.5424512624740601,0.6782176778952215,2,2,4,3,4.59,1,2,50.0,103.07376861572266,1,1,0,0,0,4387.json,NotBuggy
11,0.0,0.0018398934022762184,0,0,0,1,6.26,0,8,84.0,101.03549194335938,0,0,0,0,0,22460.json,NotBuggy
12,0.5827374458312988,0.18559715055028791,1,1,2,3,6.9,2,2,54.0,101.0925521850586,0,0,1,0,0,40061.json,NotBuggy
3,0.6241981983184814,0.7904074885303328,0,0,0,1,3.77,0,1,18.0,130.99049377441406,0,1,0,0,0,42517.json,NotBuggy
4,0.26336613297462463,0.32155507754638823,0,0,0,1,4.0,0,1,30.0,123.01455688476562,0,1,0,0,0,22228.json,NotBuggy
3,4.0422080201096833E-4,0.06377760903293907,0,0,0,1,3.77,0,1,36.0,126.29036712646484,0,0,0,0,0,36749.json,NotBuggy
7,0.06237384304404259,0.159855401033729,0,0,0,2,5.11,1,3,42.0,111.59553527832031,0,0,2,0,0,11069.json,NotBuggy
7,0.2334221750497818,0.26971332778496165,1,1,2,2,5.11,1,4,40.0,112.13882446289062,0,1,0,0,0,41987.json,NotBuggy
3,0.49713024497032166,0.8550390462978016,0,0,0,1,3.77,0,0,14.0,132.4454345703125,0,0,0,0,0,378.json,NotBuggy
