SLOCStandard,Readability,McCabe,totalFanOut,MaintainabilityIndex,file,Detection
3,0.6988086700439453,1,1,130.18594360351562,46628.json,NotBuggy
3,0.4797539710998535,1,1,130.18594360351562,6326.json,NotBuggy
3,0.7259405851364136,1,0,130.621337890625,18323.json,NotBuggy
3,0.5231165885925293,1,2,129.93223571777344,21374.json,NotBuggy
3,0.27460914850234985,1,1,130.18594360351562,4550.json,NotBuggy
3,0.7825043201446533,1,0,131.9385528564453,25917.json,NotBuggy
3,0.9754096865653992,1,2,129.81280517578125,22641.json,NotBuggy
3,0.005969321355223656,1,5,125.9666519165039,8864.json,NotBuggy
6,0.5347194671630859,3,3,112.572265625,40757.json,NotBuggy
3,0.7762417197227478,1,0,131.1535186767578,8581.json,NotBuggy
3,0.7190579175949097,1,1,130.99049377441406,46387.json,NotBuggy
3,0.8159713745117188,1,1,131.28770446777344,49695.json,NotBuggy
4,0.6828757524490356,1,2,124.6862564086914,44849.json,NotBuggy
3,0.7245714068412781,1,2,128.31268310546875,12130.json,NotBuggy
14,0.15859341621398926,3,5,95.24433135986328,14302.json,NotBuggy
5,0.6910871267318726,2,1,121.18495178222656,2301.json,NotBuggy
5,0.5120965242385864,2,1,116.33863830566406,43274.json,NotBuggy
3,0.8769404292106628,1,0,133.59722900390625,2710.json,NotBuggy
3,0.7578783631324768,1,2,130.57513427734375,32101.json,NotBuggy
3,0.4238134026527405,1,0,132.4454345703125,5784.json,NotBuggy
3,0.5718144178390503,1,0,132.4454345703125,27299.json,NotBuggy
3,0.5807617902755737,1,0,132.4454345703125,17670.json,NotBuggy
3,0.8184375166893005,1,0,133.59722900390625,5280.json,NotBuggy
3,0.5533102750778198,1,0,131.75106811523438,7548.json,NotBuggy
57,3.0653696740046144E-4,11,14,64.27236938476562,24434.json,NotBuggy
3,0.7833755016326904,1,0,130.45266723632812,152.json,NotBuggy
13,0.2650187909603119,4,3,97.28229522705078,19427.json,NotBuggy
4,0.7285468578338623,1,2,123.56243133544922,24113.json,Buggy
56,0.0,9,16,65.30770874023438,452.json,NotBuggy
3,0.700113832950592,1,0,132.4454345703125,30263.json,NotBuggy
3,0.6612904667854309,1,0,133.59722900390625,10723.json,NotBuggy
3,0.700113832950592,1,0,132.4454345703125,12114.json,NotBuggy
28,0.0011453412007540464,8,14,79.40485382080078,14487.json,NotBuggy
22,0.021088577806949615,5,9,85.8868179321289,48952.json,NotBuggy
10,0.01594461128115654,2,11,102.69221496582031,40400.json,NotBuggy
3,0.7590659260749817,1,0,133.59722900390625,6162.json,NotBuggy
8,0.2021935135126114,2,2,106.7712173461914,38047.json,NotBuggy
3,0.8909778594970703,1,0,132.61029052734375,46011.json,NotBuggy
4,0.7051523327827454,1,0,126.94251251220703,39532.json,NotBuggy
22,0.032334260642528534,7,5,86.73210906982422,15481.json,NotBuggy
39,0.0,8,13,71.99542236328125,49231.json,NotBuggy
4,0.21873250603675842,1,1,124.25267028808594,11772.json,NotBuggy
3,0.06660910695791245,1,2,129.34671020507812,6120.json,NotBuggy
3,0.5381966829299927,1,1,130.18594360351562,5795.json,NotBuggy
4,0.35996899008750916,2,1,121.48651885986328,9134.json,NotBuggy
3,0.17728911340236664,1,1,129.93223571777344,43202.json,NotBuggy
3,0.8498119115829468,1,0,133.59722900390625,50453.json,NotBuggy
5,0.5369976758956909,2,3,116.11762237548828,17576.json,NotBuggy
12,0.0010624659480527043,3,2,97.14180755615234,28614.json,NotBuggy
7,0.34499824047088623,1,0,111.40370178222656,31991.json,NotBuggy
