SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,CriticalEditDistances,file,Detection
12,0.016219688579440117,0.001350547559618821,2,2,4,2,5.71,1,7,77.0,99.19490051269531,0,1,0,0,0,11064.json,NotBuggy
8,0.976692795753479,0.44762573426478036,2,2,4,3,1.41,1,0,42.0,109.13935089111328,0,0,0,0,0,26626.json,NotBuggy
6,0.5331298112869263,0.7337167956493885,1,1,2,2,5.13,1,1,25.0,117.45413208007812,0,0,0,0,0,28724.json,NotBuggy
3,0.6472383737564087,0.8625815396213297,0,0,0,1,0.94,0,0,15.0,131.9385528564453,0,0,0,0,0,17016.json,NotBuggy
16,0.045999933034181595,0.008702456644251202,6,4,10,5,2.71,2,6,82.0,93.6500473022461,0,1,0,0,0,25468.json,Buggy
3,0.8981783390045166,0.9667397201370258,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,34424.json,NotBuggy
9,0.8988703489303589,0.461118486212278,0,0,0,2,1.33,1,4,41.0,107.7159194946289,0,0,1,0,0,37148.json,NotBuggy
6,0.006533399224281311,0.4663177897079292,1,1,2,2,2.75,1,0,33.0,115.63639831542969,0,0,0,0,0,35177.json,NotBuggy
3,0.08746188879013062,0.9283805805575406,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,23461.json,NotBuggy
3,0.7047156095504761,0.8606260584290081,0,0,0,1,0.94,0,1,15.0,132.25152587890625,0,1,0,0,0,36704.json,NotBuggy
27,0.02676956169307232,5.697357226584026E-8,3,3,6,5,1.83,1,12,167.0,80.79305267333984,0,1,2,0,0,22211.json,NotBuggy
3,0.5034052729606628,0.8902980171894892,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,8103.json,NotBuggy
8,0.04328969493508339,0.002315364675072938,0,1,1,2,1.37,0,7,76.0,105.75076293945312,0,3,1,0,0,31973.json,NotBuggy
5,0.647521436214447,0.8518759413192967,0,0,0,1,1.79,0,2,22.0,121.41495513916016,0,0,0,0,0,10773.json,NotBuggy
3,0.03228246048092842,0.7809435572226671,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,2527.json,NotBuggy
3,0.9427116513252258,0.9544252150805574,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,21521.json,NotBuggy
3,0.9257737994194031,0.9274289986312474,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,27192.json,NotBuggy
3,0.746185839176178,0.858995413170258,0,0,0,1,0.94,0,1,15.0,132.25152587890625,0,0,0,0,0,9731.json,NotBuggy
3,0.31207430362701416,0.3795795756296675,0,0,0,1,1.41,0,2,24.0,129.0215301513672,0,1,0,0,0,31868.json,NotBuggy
10,0.0,0.9226270568257042,0,0,0,1,1.61,0,0,34.0,108.32709503173828,0,0,0,0,0,11138.json,NotBuggy
3,0.4985707700252533,0.9154632500665103,0,0,0,1,0.94,0,1,14.0,132.61029052734375,0,1,0,0,0,3466.json,NotBuggy
3,0.9263736009597778,0.8515525514525498,0,0,0,1,0.94,0,0,15.0,132.086669921875,0,1,0,0,0,25101.json,NotBuggy
3,0.7478215098381042,0.7335116942020345,0,0,0,1,0.94,0,1,19.0,130.57513427734375,0,1,0,0,0,33463.json,NotBuggy
3,0.5579633712768555,0.8532936099558472,0,0,0,1,0.94,0,1,17.0,131.28770446777344,0,1,0,0,0,17848.json,NotBuggy
22,0.07987576723098755,0.006298313824902557,3,3,6,6,2.39,3,9,103.0,86.86205291748047,0,1,2,0,0,21319.json,NotBuggy
3,0.8432675004005432,0.8874871721529117,0,0,0,1,0.94,0,0,13.0,132.9956512451172,0,0,0,0,0,25915.json,Buggy
3,0.962936520576477,0.9048583367541289,0,0,0,1,0.94,0,0,15.0,132.086669921875,0,1,0,0,0,25798.json,NotBuggy
20,0.013318841345608234,8.913904857861346E-5,3,3,6,5,1.08,1,13,121.0,87.9217758178711,0,0,2,0,0,29430.json,NotBuggy
19,0.0013839935418218374,2.4152436544482684E-6,5,3,8,4,11.22,2,13,124.0,88.42770385742188,0,1,2,0,0,20412.json,NotBuggy
3,0.10976282507181168,0.5023207013785149,0,0,0,1,0.94,0,1,25.0,128.62307739257812,0,2,0,0,0,3191.json,NotBuggy
7,0.07371440529823303,0.038122795464001845,2,2,4,3,2.06,2,4,53.0,110.09292602539062,0,1,1,0,0,11590.json,NotBuggy
3,0.99677973985672,0.9638371857276642,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,27418.json,NotBuggy
10,0.049522142857313156,0.036297796302279306,2,1,3,2,1.26,1,4,63.0,103.64601135253906,0,2,0,0,0,24542.json,NotBuggy
3,0.9486458897590637,0.951458849090752,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,26342.json,NotBuggy
4,0.21475225687026978,0.8701997486435739,0,0,0,1,0.87,0,0,17.0,126.62725830078125,0,1,0,0,0,12805.json,NotBuggy
29,6.268382421694696E-4,3.7063917337630706E-13,6,4,10,5,1.92,3,9,240.0,77.54371643066406,0,1,10,0,0,9979.json,Buggy
20,0.06108444929122925,0.005237956806380922,6,5,11,5,1.68,2,1,98.0,88.9754867553711,0,1,3,0,0,27668.json,NotBuggy
6,0.2131379097700119,0.594610596074126,0,0,0,1,1.63,0,4,31.0,116.36531829833984,0,0,1,0,0,22590.json,NotBuggy
3,0.7266507744789124,0.8086245221772973,0,0,0,1,0.94,0,1,17.0,131.28770446777344,0,1,0,0,0,15807.json,NotBuggy
16,0.10051441192626953,2.246920536622088E-4,4,3,7,4,1.54,2,5,97.0,92.58106231689453,0,1,3,0,0,30097.json,NotBuggy
3,0.5238879919052124,0.9042860783292435,0,0,0,1,0.94,0,0,13.0,132.9956512451172,0,0,0,0,0,23338.json,NotBuggy
3,0.8420180082321167,0.9539228302507855,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,35442.json,NotBuggy
14,0.10750911384820938,1.8576892007416838E-4,2,1,3,2,0.91,0,8,107.0,94.98674011230469,0,0,3,0,0,326.json,NotBuggy
12,0.4085223376750946,0.08943480208447936,0,0,0,2,10.16,1,3,62.0,100.3641586303711,0,2,1,0,0,26411.json,NotBuggy
3,0.7162830829620361,0.8487986232236003,0,0,0,1,0.94,0,1,17.0,131.43582153320312,0,1,0,0,0,2812.json,NotBuggy
4,2.1006939641665667E-4,0.17619769390384216,0,0,0,1,4.97,0,1,39.0,121.41315460205078,0,5,0,0,0,29541.json,NotBuggy
55,0.0,1.6580934649382504E-16,7,7,14,10,8.75,2,25,298.0,64.50981140136719,0,9,7,0,0,27151.json,NotBuggy
11,0.5289738178253174,0.026702270080449494,2,2,4,3,1.98,2,3,66.0,101.40656280517578,0,0,2,0,0,15187.json,NotBuggy
3,0.9097630977630615,0.8851952378089579,0,0,0,1,0.94,0,0,15.0,132.086669921875,0,1,0,0,0,2253.json,NotBuggy
3,0.9575621485710144,0.9386468242427471,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,32163.json,NotBuggy
7,0.8948822617530823,4.3617707422753107E-4,4,2,6,3,1.51,0,4,79.0,107.79379272460938,0,2,0,0,0,5045.json,NotBuggy
10,0.3765845000743866,0.14183166582707402,5,5,10,3,1.74,1,4,61.0,103.78321838378906,0,1,0,0,0,19558.json,NotBuggy
3,0.940812349319458,0.940556577074478,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,3686.json,NotBuggy
3,0.6667478680610657,0.7519185304609788,0,0,0,1,0.94,0,2,19.0,130.70933532714844,0,1,0,0,0,1454.json,NotBuggy
14,0.0198269821703434,0.006675285099739767,1,1,2,2,8.72,1,4,81.0,96.5210952758789,0,3,1,0,0,24719.json,NotBuggy
5,0.4800352156162262,0.8839098835316881,0,0,0,1,8.52,0,0,19.0,122.58207702636719,0,0,0,0,0,10336.json,NotBuggy
3,0.946990430355072,0.9676353494485492,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,35508.json,NotBuggy
27,3.449078358244151E-4,2.207818720592085E-9,5,6,11,7,2.83,2,12,193.0,79.55561828613281,0,3,6,0,0,26594.json,NotBuggy
39,0.0,4.7796671337975944E-6,7,6,13,7,3.6,6,33,265.0,71.74840545654297,0,0,4,0,0,4917.json,NotBuggy
4,0.5464640855789185,0.6607648775466705,1,1,2,2,1.66,0,2,25.0,124.02266693115234,0,1,0,0,0,24571.json,NotBuggy
3,0.00980977714061737,0.455868920046297,0,0,0,1,0.94,0,1,26.0,128.60531616210938,0,3,0,0,0,2013.json,NotBuggy
4,0.8460248112678528,0.9328865185165196,0,0,0,1,2.45,0,0,13.0,128.335205078125,0,0,0,0,0,23472.json,NotBuggy
26,0.0243284422904253,3.567066122784982E-5,2,4,6,7,2.55,4,11,122.0,82.68352508544922,0,1,2,0,0,18744.json,NotBuggy
3,0.7655070424079895,0.902034994522467,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,33181.json,NotBuggy
3,0.7810778617858887,0.8821730547375424,0,0,0,1,1.89,0,0,17.0,131.1535186767578,0,1,0,0,0,34888.json,NotBuggy
3,0.852742075920105,0.9202178314366687,0,0,0,1,1.41,0,0,12.0,133.59722900390625,0,0,0,0,0,16315.json,NotBuggy
10,0.07304034382104874,0.0015657929634489236,4,4,8,2,1.5,1,5,76.0,102.39708709716797,0,0,1,0,0,1731.json,NotBuggy
3,0.2635991871356964,0.7582602433039859,0,0,0,1,0.94,0,1,17.0,131.1535186767578,0,0,0,0,0,26227.json,NotBuggy
3,0.20780134201049805,0.7274843363406422,0,0,0,1,0.94,0,0,18.0,130.99049377441406,0,0,0,0,0,36995.json,NotBuggy
3,0.34443777799606323,0.8728826234365097,0,0,0,1,3.77,0,0,14.0,132.4454345703125,0,0,0,0,0,2546.json,NotBuggy
11,0.3506239056587219,9.204431306095564E-4,4,4,8,4,2.08,2,2,83.0,99.63539123535156,0,2,3,0,0,32441.json,NotBuggy
10,0.039048101752996445,0.016905165426669103,3,2,5,3,2.05,2,5,62.0,103.1319808959961,0,2,2,0,0,37304.json,NotBuggy
29,0.01433471404016018,2.1799298253136267E-9,6,4,10,5,1.65,2,8,181.0,79.16736602783203,0,3,3,0,0,25411.json,NotBuggy
17,0.011849947273731232,2.088265880109335E-4,3,3,6,4,1.27,1,10,103.0,91.42362213134766,0,1,0,0,0,15772.json,NotBuggy
9,0.24129752814769745,0.06286873819576251,2,1,3,3,2.13,2,4,52.0,106.00373077392578,0,1,2,0,0,29782.json,NotBuggy
25,0.0,0.030423424146387424,0,0,0,2,12.96,1,1,105.0,85.87239837646484,0,0,1,0,0,20283.json,Buggy
3,0.009469847194850445,0.4990107598694652,0,0,0,1,3.77,0,1,23.0,129.2428436279297,0,1,0,0,0,11728.json,NotBuggy
9,0.26986163854599,0.09267319237469866,3,2,5,3,7.33,1,4,51.0,106.1617660522461,0,1,2,0,0,11685.json,NotBuggy
3,0.763839840888977,0.7769512617949407,0,0,0,1,1.89,0,0,17.0,131.1535186767578,0,1,0,0,0,35355.json,NotBuggy
3,0.7508001923561096,0.8321489124017948,0,0,0,1,3.77,0,0,17.0,131.28770446777344,0,1,0,0,0,2773.json,NotBuggy
9,0.4936538636684418,0.008594466066459413,1,1,2,2,1.33,1,8,68.0,104.50170135498047,0,1,1,0,0,25946.json,NotBuggy
3,0.7815540432929993,0.8396292667616374,0,0,0,1,0.94,0,1,15.0,132.086669921875,0,0,0,0,0,30669.json,NotBuggy
3,0.8743034601211548,0.8023485520973553,0,0,0,1,0.94,0,0,19.0,130.57513427734375,0,1,0,0,0,33344.json,NotBuggy
11,0.0,4.304149618131429E-4,0,0,0,1,0.77,0,6,91.0,100.35992431640625,0,0,1,0,0,8473.json,NotBuggy
3,0.3991398215293884,0.8332232711627994,0,0,0,1,0.94,0,2,20.0,130.44261169433594,0,0,0,0,0,31737.json,NotBuggy
3,0.9746319651603699,0.9516524226259538,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,27621.json,NotBuggy
6,0.7562509775161743,0.5245603036391296,2,2,4,2,1.37,1,1,31.0,115.80840301513672,0,1,0,0,0,20567.json,NotBuggy
17,0.28368276357650757,2.4352091388617832E-4,5,4,9,3,1.87,1,4,109.0,91.25506591796875,0,0,5,0,0,26376.json,NotBuggy
